Event Name;Event Date;Event Location;Event Category;Event Type;Organizing Company;Company Website;Event Url
Cycling Classes - Cycle;Monday, January  4, 2016 @  6:00 AM (EST) - Monday, December 26, 2016 @  7:00 AM (EST);Upper Main Line Branch 1416 Berwyn-Paoli Road Berwyn , PA 19312 ;cycling; Cycling Berwyn, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//berwyn-pa/cycling/classes/cycling-classes-cycle-2016-19866690?int=72-3-A6e413421b-0767-42fe-9e44-a2caea9daa90
Wagon Ride with Santa;Saturday, December 10, 2016 @  3:00 PM (EST);Harris Lake County Park 2112 County Park Drive New Hill , NC 27562 ;cycling; Cycling;Wake County Parks, Recreation and Open Space; ;http://www.active.com/http://www.activekids.com/new-hill-nc/cycling/wagon-ride-with-santa-2016?int=72-3-A10c897f895-9db5-4b6d-90a1-61b5cbab6e95
VГ©lomГ©diane C.CriquiГ©lion 2017;Saturday, August 26, 2017;  La Roche-en-Ardenne La Roche-en-Ardenne , BE , Belgium 6980 ;cycling; Cycling;Ardenne Bikes et Sports Organisation;http://velomediane.be/j3/index.php/en/;http://www.active.com//la-roche-en-ardenne-be/cycling/races/v-lom-diane-c-criqui-lion-2017?int=72-3-A7b76cbd28-d40e-4e17-beaa-4e21d8b57f7f
Cycling;Saturday, November  5, 2016 @  9:00 AM (EDT) - Saturday, December 17, 2016 @  9:45 AM (EST);South Oakland Family YMCA 1016 W. 11 Mile Road Royal Oak , MI 48067 ;cycling; Cycling Royal Oak, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//royal-oak-mi/cycling/classes/cycling-2016-25931601?int=72-3-A2709aa3e7-d98f-46eb-aab6-93c137d8fcd4
Family SOAR: Bird Watching at Tanglewood;Saturday, March 25, 2017;Summit School 2100 Reynolda Road Winston-Salem , NC 27106 ;cycling; Winston Salem, NC;Summit School; ;http://www.active.com//winston-salem-nc/cycling/mountain-biking-camps/family-soar-bird-watching-at-tanglewood-2017?int=72-3-A664ce0a22-aef5-4867-a77d-2703eefab3dc
Cycling Classes - Parkinson's Cycle;Wednesday, January  6, 2016 @ 12:00 PM (EST) - Wednesday, December 28, 2016 @ 12:30 PM (EST);West Chester Branch 605 Airport Road West Chester , PA 19380 ;cycling; Cycling West Chester, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-chester-pa/cycling/classes/cycling-classes-parkinson-s-cycle-2016?int=72-3-A70629893b-b849-43b2-be9f-16e14b1b6100
Cycle Xpress;Thursday, November  3, 2016 @  6:45 AM - Thursday, December 15, 2016 @  7:30 AM;Creekside Community Recreation Centre 1 Athletes Way Vancouver , BC , Canada V5Y 0B1 ;cycling; Fitness;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/cycling/classes/cycle-xpress-2016-25683380?int=72-3-A4b110ab8c-0746-479e-a1dd-bb0adde45e37
Cycling Classes - Indoor Cycling;Thursday, January 12, 2017 @  5:30 PM (CST) - Thursday, March 23, 2017 @  6:15 PM (CDT);Boulder Point Zero Boulder Hill Pass Montgomery , IL 60538 ;cycling; Cycling Montgomery, IL;Oswegoland Park District; ;http://www.active.com//montgomery-il/cycling/classes/cycling-classes-indoor-cycling-2017-26625620?int=72-3-A673d39a10-94f8-4eff-9ae4-f5b9a192a290
Spinning Classes - Spinning;Wednesday, November  2, 2016 @  6:00 PM (PDT) - Monday, November 21, 2016 @  7:00 PM (PST);Campbell Community Center 1 W Campbell Ave Campbell , CA 95008 ;cycling; Cycling Spinning Campbell, CA;Campbell Recreation and Community Services; ;http://www.active.com//campbell-ca/cycling/spinning-classes/spinning-classes-spinning-2016-25866897?int=72-3-A111fb3a4b8-90d4-4e18-8ea5-cef3b92c1282
Indoor Cycling;Saturday, March 11, 2017 @  9:30 AM - Saturday, April 29, 2017 @ 10:25 AM;  50 Gay Ave Clayton , MO 63105.0 ;cycling; Cycling Clayton, MO; ; ;http://www.active.com//clayton-mo/cycling/classes/indoor-cycling-2017-c?int=72-3-A6c099d48a-c901-4a82-8132-76a0a6a022ca
Mad Dog Spinning 2 Thurs. Amy 800;Thursday, December  1, 2016 @  8:00 AM (EST) - Thursday, February  2, 2017 @  9:00 AM (EST);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-2-thurs-amy-800-2016?int=72-3-A49948e597-76ae-4c75-9a96-640a7df5da27
Cycling Classes - Cycle 45;Thursday, January  7, 2016 @  6:00 AM (EST) - Thursday, December 29, 2016 @  6:45 AM (EST);West Chester Branch 605 Airport Road West Chester , PA 19380 ;cycling; Cycling West Chester, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-chester-pa/cycling/classes/cycling-classes-cycle-45-2016-19535272?int=72-3-A10607a5024-3469-4384-93f8-0dd235c79c92
Cycling Classes - Cycling;Wednesday, November  2, 2016 @  6:00 AM (EDT) - Wednesday, December 14, 2016 @  6:45 AM (EST);South Oakland Family YMCA 1016 W. 11 Mile Road Royal Oak , MI 48067 ;cycling; Cycling Royal Oak, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//royal-oak-mi/cycling/classes/cycling-classes-cycling-2016-25931523?int=72-3-A713292afb-41e7-4634-8cf8-6bb56ce2d500
Mad Dog Spinning 1 Fri. Dawn;Friday, September 16, 2016 @  7:15 AM (EDT) - Friday, November 18, 2016 @  8:15 AM (EST);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-1-fri-dawn-2016?int=72-3-A11dd16a764-cb56-4d28-bde4-779f48a3a706
Cycling Classes - Cycle 55;Thursday, January  7, 2016 @  7:00 AM (EST) - Thursday, December 29, 2016 @  7:55 AM (EST);West Chester Branch 605 Airport Road West Chester , PA 19380 ;cycling; Cycling West Chester, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-chester-pa/cycling/classes/cycling-classes-cycle-55-2016-19535757?int=72-3-A3f6bc9d09-ee82-4503-b970-1393b4baa117
Special Olympics  Cycling;Tuesday, March 21, 2017 @  6:00 PM (CDT) - Tuesday, May  9, 2017 @  6:30 PM (CDT);Olathe Parks &ampand Recreation 100 E Sante Fe Olathe , KS 66061 ;cycling; Cycling Olathe, KS;City of Olathe; ;http://www.active.com/http://www.activekids.com/olathe-ks/cycling/classes/special-olympics-cycling-2017?int=72-3-A646168a30-f662-4b0b-a771-f6975bf47886
Fitness Classes - Indoor Cycle;Monday, January  4, 2016 @  9:00 AM (EST) - Monday, December 26, 2016 @  9:55 AM (EST);Lionville Branch 100 Devon Drive Exton , PA 19341 ;cycling; Fitness Exton, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//exton-pa/pilates/classes/fitness-classes-indoor-cycle-2016-19403862?int=72-3-A54002960c-9245-4d20-9684-a1bf91e04efa
Mad Dog Spinning 3 Wed. Polly;Wednesday, February 15, 2017 @  8:30 AM (EST) - Wednesday, April 19, 2017 @  9:30 AM (EDT);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-3-wed-polly-2017?int=72-3-A55a881c20-ff2d-4b93-9a53-bbb4c9606fc4
Mad Dog Spinning 1 Fri. Terry;Friday, September 16, 2016 @  5:30 AM (EDT) - Friday, November 18, 2016 @  6:30 AM (EST);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-1-fri-terry-2016?int=72-3-A946ff3832-1c18-41c7-bc81-e319e7513f6f
Indoor Cycling;Monday, January  9, 2017 @  5:30 PM (PST) - Wednesday, February  1, 2017 @  6:25 PM (PST);Exertec Health &ampand Fitness Center 1500 First Street Napa , CA 94559 ;cycling; Cycling Napa, CA;City of Napa; ;http://www.active.com//napa-ca/cycling/classes/indoor-cycling-2017-27520955?int=72-3-A1133759788-d452-4796-a7f8-13d7705e6b14
CLUB CYCLE;Wednesday, November  9, 2016 @  7:00 PM;Youth Centre / Fitness Studio 650 Carter Road Bowen Island , BC , Canada V0N 1G0 ;cycling; Fitness;Bowen Island Community Recreation; ;http://www.active.com//bowen-island-bc/cycling/classes/club-cycle-2016?int=72-3-A7749ebd4d-c97c-43d6-adad-6c936b2319a0
Mountain Bike Night Rides;Friday, December 16, 2016 @  6:30 PM (CST);Bangert Island Wildlife Area 1704 S. River Road St. Charles , MO 63303 ;cycling; Cycling;St. Charles County Government; ;http://www.active.com//st-charles-mo/cycling/mountain-bike-night-rides-2016?int=72-3-A9f227e159-dda6-408d-a86c-22ef329d289e
Cycling Classes - Cycle;Wednesday, January 11, 2017 @  6:00 AM (EST) - Wednesday, April 12, 2017 @  7:10 AM (EDT);North Oakland Family YMCA 3378 Walton Boulevard Auburn Hills , MI 48326 ;cycling; Cycling Auburn Hills, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//auburn-hills-mi/cycling/classes/cycling-classes-cycle-2017-26950305?int=72-3-A2616855ca-9db3-4e57-87e7-32d69d036487
Cycling Classes - Cycling;Wednesday, January 11, 2017 @  6:00 PM (EST) - Wednesday, April 12, 2017 @  6:55 PM (EDT);Livonia Family YMCA 14255 Stark Livonia , MI 48225 ;cycling; Cycling Livonia, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//livonia-mi/cycling/classes/cycling-classes-cycling-2017-26872222?int=72-3-A8cc69d6a0-dc32-4fb0-ac8d-cf35729d98bc
Lunch Express - Indoor Cycling;Wednesday, March  8, 2017 @ 12:00 PM (CST) - Wednesday, April 26, 2017 @ 12:45 PM (CDT);  50 Gay Ave Clayton , MO 63105 ;cycling; Cycling Clayton, MO; ; ;http://www.active.com//clayton-mo/cycling/classes/lunch-express-indoor-cycling-2017?int=72-3-A1030d06ce8-29f0-4aaf-910b-aeb6998b81c4
Spin + TRX Combo;Saturday, October 22, 2016 @  8:00 AM (CDT) - Saturday, December  3, 2016 @  9:00 AM (CST);Prairie View Community Center 6834 Dempster Street Morton Grove , IL 60053 ;cycling; Fitness Morton Grove, IL;Morton Grove Park District; ;http://www.active.com//morton-grove-il/cycling/spinning-classes/spin-trx-combo-2016-25580218?int=72-3-A108e10f7f9-0811-43bb-8ac5-f1e0b72ee493
Cycling Classes - Cycle 55;Wednesday, January  6, 2016 @  5:30 PM (EST) - Wednesday, December 28, 2016 @  6:15 PM (EST);West Chester Branch 605 Airport Road West Chester , PA 19380 ;cycling; Cycling West Chester, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-chester-pa/cycling/classes/cycling-classes-cycle-55-2016-19535641?int=72-3-A49f822657-e2b0-46eb-9ed5-baf34f5d82f6
2. Main Ride - 75 Mile;Saturday, November 19, 2016;PCC East 8181 E Irvington Rd Tucson , AZ 85730 ;cycling; Cycling Tucson, AZ;Arts Express; ;http://www.active.com/http://www.activekids.com/tucson-az/cycling/camps/2-main-ride-75-mile-2016?int=72-3-A107a78d174-90d7-452b-b9e4-2f08b4b8168d
Mad Dog Spinning 3 Monday Terry;Monday, February 13, 2017 @  5:30 AM (EST) - Monday, April 17, 2017 @  6:30 AM (EDT);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-3-monday-terry-2017?int=72-3-A537f08f01-67d4-46f4-8a32-47c72f4f9432
Cycling Classes - Cycling;Tuesday, January 10, 2017 @  5:45 AM (EST) - Tuesday, February 21, 2017 @  6:35 AM (EST);Boll Family YMCA 1401 Broadway Detroit , MI 48226 ;cycling; Cycling Detroit, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//detroit-mi/cycling/classes/cycling-classes-cycling-2017-26959957?int=72-3-A35009d83a-255d-4f1e-977d-b928998bb86a
Г…rets sidste criterium;Thursday, October  5, 2017;VГ¦rlГёse Flyvestation Sandet Kirke VГ¦rlГёseVГ¦rlГёse , Denmark 3500 ;cycling; Cycling;Races;http://altomcykling.dk/aarets-sidste;http://www.active.com//kirke-v-rl-sev-rl-se/cycling/races/rets-sidste-criterium-2017?int=72-3-A5e4f2004c-0bd6-486f-8218-3fdab30cef6e
Spin and Strides;Monday, September 19, 2016 @ 12:05 PM - Tuesday, December  6, 2016 @ 12:55 PM;MRU Recreation Centre 4825 Mount Royal Gate SW Calgary , AB , Canada T3E 6K6 ;cycling; Fitness;MRU Recreation; ;http://www.active.com//calgary-ab/cycling/spinning-classes/spin-and-amp-strides-2016-25637224?int=72-3-A2f52fa14a-fbc7-4ee0-8f5f-42e8f77a1058
Fitness Classes - Cycle-Crosstraining;Tuesday, November  1, 2016 @  9:00 AM (EDT) - Tuesday, December 13, 2016 @ 10:10 AM (EST);North Oakland Family YMCA 3378 Walton Boulevard Auburn Hills , MI 48326 ;cycling; Fitness Auburn Hills, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//auburn-hills-mi/cycling/classes/fitness-classes-cycle-crosstraining-2016-25194460?int=72-3-A447fd36b6-f946-4f36-8198-d8ef77747ae5
Cycling Classes - Indoor Cycling;Saturday, January  7, 2017 @  7:00 AM (CST) - Saturday, March 25, 2017 @  7:45 AM (CDT);Boulder Point Zero Boulder Hill Pass Montgomery , IL 60538 ;cycling; Cycling Montgomery, IL;Oswegoland Park District; ;http://www.active.com//montgomery-il/cycling/classes/cycling-classes-indoor-cycling-2017-26625660?int=72-3-A3b9bfb5a2-86ed-443f-9a35-a24d7664ff75
Mad Dog Spinning 1 Fri. Dawn;Friday, September 16, 2016 @  7:15 AM (EDT) - Friday, November 18, 2016 @  8:15 AM (EST);Hingham Recreation Center 210 Central Street Hingham , MA 02043 ;cycling; Cycling Spinning Hingham, MA;Hingham Recreation; ;http://www.active.com//hingham-ma/cycling/spinning-classes/mad-dog-spinning-1-fri-dawn-2016?int=72-3-A2dd16a764-cb56-4d28-bde4-779f48a3a706
Cycling;Thursday, November  3, 2016 @  6:30 PM (EDT) - Thursday, December 15, 2016 @  7:15 PM (EST);South Oakland Family YMCA 1016 W. 11 Mile Road Royal Oak , MI 48067 ;cycling; Cycling Royal Oak, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//royal-oak-mi/cycling/classes/cycling-2016-25931540?int=72-3-A895e63c91-8b4e-4713-8a2b-f23196a188dd
GACC MYPASS Spin and Strength;Tuesday, September  6, 2016 @  8:00 AM - Tuesday, December 13, 2016 @  9:00 AM;Gibsons &ampand Area Community Centre 700 Park Road Gibsons , BC , Canada V0N 1V7 ;cycling; Fitness;SCRD Parks and Recreation; ;http://www.active.com//gibsons-bc/cycling/spinning-classes/gacc-mypass-spin-and-amp-strength-2016?int=72-3-A778b6d1ed-f091-4267-9408-9d6d13f7af8b
Soul Spin Mix;Wednesday, May  2, 2012 @  6:00 PM (EDT) - Wednesday, December 30, 2020 @  7:00 PM (EST);BFUMC Rec 709 Christmas Ave. Bethlehem , GA 30620 ;cycling; Cycling Spinning;Bethlehem First United Methodist Church; ;http://www.active.com//bethlehem-ga/cycling/spinning-classes/soul-spin-mix-2012-13264323?int=72-3-A4a7f7d49e-d443-42aa-a537-f9195cf896d8
Harbison Overnight Bike Trip;Tuesday, January 17, 2017 @  6:30 PM - Sunday, January 22, 2017 @  3:30 PM;  861 Riverland Dr Charleston , SC 29412.0 ;cycling; Cycling Mountain Biking Charleston, SC; ; ;http://www.active.com//charleston-sc/cycling/mountain-biking-classes/harbison-overnight-bike-trip-2017-a?int=72-3-A7a2ab074c-01b5-4732-b584-105934facad6
Spin (Cycle);Wednesday, October 26, 2016 @  7:00 PM - Wednesday, December 14, 2016 @  7:45 PM;Westlock Rotary Spirit Centre 9603 100th Street Westlock , AB , Canada T7P 1Y1 ;cycling; Cycling Spinning;Town of Westlock; ;http://www.active.com//westlock-ab/cycling/spinning-classes/spin-cycle-2016?int=72-3-A1094b497df-0581-4716-bc7e-64a3cecf428a
Fitness Event - Spinning;Tuesday, November  1, 2016 @  5:45 AM (EDT) - Tuesday, November 29, 2016 @  6:45 AM (EST);Oneonta Family YMCA 20-26 Ford Avenue Oneonta , NY 13820 ;cycling; Cycling Spinning Oneonta, NY;Oneonta Family YMCA; ;http://www.active.com//oneonta-ny/cycling/spinning-classes/fitness-event-spinning-2016-27535202?int=72-3-A117a1a0e53-aae1-41bd-8071-2e713dface13
Cycling Classes - RPM 45;Thursday, January  7, 2016 @  8:15 AM (EST) - Thursday, December 29, 2016 @  9:00 AM (EST);Jennersville Branch 880 W. Baltimore Pike West Grove , PA 19390 ;cycling; Cycling West Grove, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-grove-pa/cycling/classes/cycling-classes-rpm-45-2016-20034511?int=72-3-A3765d6b7d-6b84-47f1-bcca-92c1af705dca
Morning Session;Wednesday, February  1, 2017 @  5:00 AM (CST) - Monday, February 27, 2017 @  6:00 AM (CST);  211 E. Pleasant Run Road Suite B DeSoto , TX 75115 ;cycling; Cycling DeSoto, TX; ; ;http://www.active.com//desoto-tx/cycling/classes/morning-session-2017?int=72-3-A11664e48dd-02b7-4bac-bd0d-ba726e71227f
Mountain Bike;Monday, July 10, 2017 @  8:00 AM (EDT) - Wednesday, July 12, 2017 @  5:30 PM (EDT);  871 Riverland Dr Charleston , SC 29412 ;cycling; Cycling Mountain Biking Charleston, SC; ; ;http://www.active.com//charleston-sc/cycling/mountain-biking-classes/mountain-bike-2017?int=72-3-A5fa455ed7-87b0-4345-9a1f-60942c7e1d80
Soul Spin Mix;Wednesday, May  2, 2012 @  6:00 PM (EDT) - Wednesday, December 30, 2020 @  7:00 PM (EST);BFUMC Rec 709 Christmas Ave. Bethlehem , GA 30620 ;cycling; Cycling Spinning;Bethlehem First United Methodist Church; ;http://www.active.com//bethlehem-ga/cycling/spinning-classes/soul-spin-mix-2012-13230126?int=72-3-A803d80bad-0c84-420e-909f-ebac0ac51190
Cycle Xpress;Wednesday, November  2, 2016 @ 12:15 PM - Wednesday, December 14, 2016 @  1:00 PM;Creekside Community Recreation Centre 1 Athletes Way Vancouver , BC , Canada V5Y 0B1 ;cycling; Fitness;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/cycling/classes/cycle-xpress-2016-25683378?int=72-3-A231392895-261a-4a47-a017-00f42abb9177
Session 6 - Girl&#x27ands BMX Camp;Saturday, August  5, 2017 - Saturday, August 12, 2017;Windells Campus 59550 E Hwy 26 Sandy , OR 97055 ;cycling; Cycling;We Are Camp; ;http://www.active.com/http://www.activekids.com/sandy-or/cycling/camps/session-6-girl-s-bmx-camp-2017?int=72-3-A109d53fcf6-41c1-4206-81fe-88dc41e51393
Indoor Cycling;Wednesday, January 11, 2017 @  5:45 AM - Wednesday, March  1, 2017 @  6:40 AM;  50 Gay Ave Clayton , MO 63105.0 ;cycling; Cycling Clayton, MO; ; ;http://www.active.com//clayton-mo/cycling/classes/indoor-cycling-2017-24?int=72-3-A1024c11948-35d3-4301-9a01-7e3143cd76b0
SAC MYPASS Spin;Tuesday, September 13, 2016 @  9:00 AM - Tuesday, December 13, 2016 @ 10:00 AM;Sechelt Aquatic Centre 5500 Shorncliffe Avenue Sechelt , BC , Canada V0N 3A1 ;cycling; Cycling Spinning;SCRD Parks and Recreation; ;http://www.active.com//sechelt-bc/cycling/spinning-classes/sac-mypass-spin-2016-25938898?int=72-3-A18d56878c-0f79-4800-b015-b42c65f3f10f
Cycling Classes - Cycling;Wednesday, November  2, 2016 @  6:30 PM (EDT) - Wednesday, December 14, 2016 @  7:15 PM (EST);Downriver Family YMCA 16777 Northline Road Southgate , MI 48195 ;cycling; Cycling Southgate, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//southgate-mi/cycling/classes/cycling-classes-cycling-2016-25368498?int=72-3-A1ac3376d6-9d9e-4d6c-8f1f-4c98b9695104
Upper Cut Cycle;Sunday, February  5, 2017 @  9:15 AM (PST) - Sunday, February 26, 2017 @ 10:10 AM (PST);Exertec Health &ampand Fitness Center 1500 First Street Napa , CA 94559 ;cycling; Cycling Napa, CA;City of Napa; ;http://www.active.com//napa-ca/cycling/classes/upper-cut-cycle-2017-27521231?int=72-3-A367d8dd63-c991-447f-adf5-4fb0851ad4f3
Upper Cut Cycle;Tuesday, January 10, 2017 @  8:30 AM (PST) - Thursday, February  2, 2017 @  9:25 AM (PST);Exertec Health &ampand Fitness Center 1500 First Street Napa , CA 94559 ;cycling; Cycling Napa, CA;City of Napa; ;http://www.active.com//napa-ca/cycling/classes/upper-cut-cycle-2017-27521376?int=72-3-A5f40ee8ac-0dbb-4ebd-ae7f-3f94c42bde7f
Spinning;Sunday, November  6, 2016 @  9:15 AM - Sunday, November 27, 2016 @ 10:00 AM;Hyde Creek Recreation Centre 1379 Laurier Avenue Port Coquitlam , BC , Canada V3B 2B9 ;cycling; Cycling Spinning;City of Port Coquitlam; ;http://www.active.com//port-coquitlam-bc/cycling/spinning-classes/spinning-2016-25765878?int=72-3-A58570e146-5824-4c34-860d-b31a27009709
SPIN;Tuesday, January 10, 2017 @  5:15 PM - Tuesday, February  7, 2017 @  6:15 PM;Youth Centre / Fitness Studio 650 Carter Road Bowen Island , BC , Canada V0N 1G0 ;cycling; Fitness;Bowen Island Community Recreation; ;http://www.active.com//bowen-island-bc/cycling/spinning-classes/spin-2017-26138422?int=72-3-A58a7fe52d-82f5-4aeb-a416-d4dd9caeb341
SPIN AND ABS;Thursday, November  3, 2016 @  5:00 PM - Thursday, December 15, 2016 @  6:00 PM;Youth Centre / Fitness Studio 650 Carter Road Bowen Island , BC , Canada V0N 1G0 ;cycling; Fitness;Bowen Island Community Recreation; ;http://www.active.com//bowen-island-bc/cycling/spinning-classes/spin-and-abs-2016?int=72-3-A174de1fd2-c0ed-4118-8b8c-7f47b0b370f0
Lunch Express - Indoor Cycling;Wednesday, January 11, 2017 @ 12:00 PM (CST) - Wednesday, March  1, 2017 @ 12:45 PM (CST);  50 Gay Ave Clayton , MO 63105 ;cycling; Cycling Clayton, MO; ; ;http://www.active.com//clayton-mo/cycling/classes/lunch-express-indoor-cycling-2017-c?int=72-3-A11c7764f68-1f32-4f2d-ac68-784192d25adf
Spinning;Wednesday, November  2, 2016 @  5:45 PM - Wednesday, November 30, 2016 @  6:45 PM;Hyde Creek Recreation Centre 1379 Laurier Avenue Port Coquitlam , BC , Canada V3B 2B9 ;cycling; Cycling Spinning;City of Port Coquitlam; ;http://www.active.com//port-coquitlam-bc/cycling/spinning-classes/spinning-2016-25765966?int=72-3-A11587bfc04-cb62-4ca1-bafb-d4f307f407b7
Cycling Classes - Cycle 45/Core;Saturday, January  2, 2016 @  9:30 AM (EST) - Saturday, December 24, 2016 @ 10:25 AM (EST);West Chester Branch 605 Airport Road West Chester , PA 19380 ;cycling; Cycling West Chester, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-chester-pa/cycling/classes/cycling-classes-cycle-45-core-2016-19535366?int=72-3-A96ad84007-3e0e-4a45-b8af-c022af7eaae8
Spin Class 12:10pm;Monday, October 31, 2016 @ 12:10 PM - Wednesday, December 14, 2016 @ 12:55 PM;Joe Mavrinac Community Complex 55 Allen Avenue Kirkland Lake , ON , Canada P2N 3P4 ;cycling; Cycling Spinning;Corporation of the Town of Kirkland Lake; ;http://www.active.com//kirkland-lake-on/cycling/spinning-classes/spin-class-12-10pm-2016-27142041?int=72-3-A5f547c78c-7dc4-421c-8a02-87de14154bba
Morning Session;Monday, January  2, 2017 @  5:00 AM (CST) - Monday, January 30, 2017 @  6:00 AM (CST);  211 E. Pleasant Run Road Suite B DeSoto , TX 75115 ;cycling; Cycling DeSoto, TX; ; ;http://www.active.com//desoto-tx/cycling/classes/morning-session-2017-3?int=72-3-A93323eaf9-c3a5-4aff-bb85-b49b6b75de82
Spinning Classes - Spinning;Tuesday, November 29, 2016 @  7:15 PM (PST) - Thursday, December 15, 2016 @  8:00 PM (PST);Campbell Community Center 1 W Campbell Ave Campbell , CA 95008 ;cycling; Cycling Spinning Campbell, CA;Campbell Recreation and Community Services; ;http://www.active.com//campbell-ca/cycling/spinning-classes/spinning-classes-spinning-2016-25867039?int=72-3-A604ffc82a-c868-45c5-9b6a-951c4463bedc
Bicycle Club Meetings;Wednesday, January  6, 2010 @ 10:00 AM - Sunday, December 27, 2020 @ 12:00 PM;Sun City Mesquite 1350 Flat Top Mesa Drive Mesquite , NV 89034 ;cycling; Cycling Mesquite, NV;Sun City Mesquite; ;http://www.active.com//mesquite-nv/cycling/mountain-biking-classes/bicycle-club-meetings-2010-13110250?int=72-3-A786df83f6-c53a-43d3-a541-500fa054ca6f
Wannamaker North Trail;Saturday, December 10, 2016 @  2:00 PM;  8888 University Blvd North Charleston , SC 29406.0 ;cycling; Cycling Mountain Biking North Charleston, SC; ; ;http://www.active.com//north-charleston-sc/cycling/mountain-biking-classes/wannamaker-north-trail-2016-a?int=72-3-A4af91e684-6685-4a0f-8d6e-3e6a36490023
Indoor Cycling;Friday, March 10, 2017 @  5:45 AM - Friday, April 28, 2017 @  6:40 AM;  50 Gay Ave Clayton , MO 63105.0 ;cycling; Cycling Clayton, MO; ; ;http://www.active.com//clayton-mo/cycling/classes/indoor-cycling-2017-c8?int=72-3-A2c82571db-a50e-4539-8d3c-2fefb5825978
MTB Showdown - Cross Country Mountain Bike Racing;Sunday, March 12, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;cycling; Cycling Mountain Biking Beginner Granite Bay, CA;Total Body Fitness;http://www.tbfracing.com;http://www.active.com//granite-bay-ca/cycling/mountain-biking-races/mtb-showdown-cross-country-mountain-bike-racing-2017?int=72-3-A1101d4196-7258-43d4-b7e8-fc0387855db3
Beginner Cycle 45 (FF);Saturday, January  9, 2016 @  9:15 AM (EST) - Saturday, December 17, 2016 @ 10:00 AM (EST);Jennersville Branch 880 W. Baltimore Pike West Grove , PA 19390 ;cycling; Cycling Beginner West Grove, PA;YMCA OF THE GREATER BRANDYWINE; ;http://www.active.com//west-grove-pa/cycling/classes/beginner-cycle-45-ff-2016-19796664?int=72-3-A7b23263da-9c72-4a2b-aa98-de552bbd54b6
Spinning;Thursday, November  3, 2016 @ 10:45 AM - Thursday, November 24, 2016 @ 11:30 AM;Hyde Creek Recreation Centre 1379 Laurier Avenue Port Coquitlam , BC , Canada V3B 2B9 ;cycling; Cycling Spinning;City of Port Coquitlam; ;http://www.active.com//port-coquitlam-bc/cycling/spinning-classes/spinning-2016-25766052?int=72-3-A6a960e2d8-580a-455c-a004-045b2c011480
SAC MYPASS Spin Express;Friday, September 23, 2016 @ 12:15 PM - Friday, December  9, 2016 @ 12:45 PM;Sechelt Aquatic Centre 5500 Shorncliffe Avenue Sechelt , BC , Canada V0N 3A1 ;cycling; Cycling Spinning;SCRD Parks and Recreation; ;http://www.active.com//sechelt-bc/cycling/spinning-classes/sac-mypass-spin-express-2016?int=72-3-A15899edfc-fcfd-493e-998a-9ab0d49f6933
Cycling;Wednesday, November  2, 2016 @  8:30 AM (EDT) - Wednesday, December 14, 2016 @  9:15 AM (EST);South Oakland Family YMCA 1016 W. 11 Mile Road Royal Oak , MI 48067 ;cycling; Cycling Royal Oak, MI;YMCA of Metropolitan Detroit; ;http://www.active.com//royal-oak-mi/cycling/classes/cycling-2016-25931394?int=72-3-A980cb6d19-4eb4-4bd4-9532-52a55c53e8d0
